Timestamp,From Bank,Account,To Bank,Account,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
9/1/2022 0:29,1,8001FAE00,1,8001FAE00,15.09,US Dollar,15.09,US Dollar,Reinvestment,0
9/1/2022 0:25,11,8001FCBA0,11,8001FCBA0,4.6,US Dollar,4.6,US Dollar,Reinvestment,0
9/1/2022 0:18,1217,80021E7C0,1217,80021E7C0,65380.87,US Dollar,65380.87,US Dollar,Reinvestment,0
9/1/2022 0:16,12,80021E580,12,80021E580,1305484.72,US Dollar,1305484.72,US Dollar,Reinvestment,0
9/1/2022 0:27,1394,80021E5D0,1394,80021E5D0,12.32,US Dollar,12.32,US Dollar,Reinvestment,0
9/1/2022 0:09,11,80021E2E0,11,80021E2E0,267532.09,US Dollar,267532.09,US Dollar,Reinvestment,0
9/1/2022 0:24,394,800220080,394,800220080,20.52,US Dollar,20.52,US Dollar,Reinvestment,0
9/1/2022 0:09,349,800220960,349,800220960,2435287.72,US Dollar,2435287.72,US Dollar,Reinvestment,0
9/1/2022 0:26,1,800221C20,1,800221C20,775567.38,US Dollar,775567.38,US Dollar,Reinvestment,0
9/1/2022 0:12,11,800221550,11,800221550,14.16,US Dollar,14.16,US Dollar,Reinvestment,0
9/1/2022 0:10,1291,8002239F0,1291,8002239F0,16968.01,US Dollar,16968.01,US Dollar,Reinvestment,0
9/1/2022 0:04,20,8.00E+35,20,8.00E+35,29279.38,US Dollar,29279.38,US Dollar,Reinvestment,0
9/1/2022 0:02,20,8.00E+35,20,8.00E+35,13.51,US Dollar,13.51,US Dollar,Reinvestment,0
9/1/2022 0:25,3296,800224190,3296,800224190,5220.51,US Dollar,5220.51,US Dollar,Reinvestment,0
9/1/2022 0:18,3414,800224280,3414,800224280,1874.36,US Dollar,1874.36,US Dollar,Reinvestment,0
9/1/2022 0:27,12,800224400,12,800224400,21433.09,US Dollar,21433.09,US Dollar,Reinvestment,0
9/1/2022 0:06,1,8002240A0,1,8002240A0,10.41,US Dollar,10.41,US Dollar,Reinvestment,0
9/1/2022 0:06,12,800224400,12,800224400,12.74,US Dollar,12.74,US Dollar,Reinvestment,0
9/1/2022 0:22,1,800224BE0,1,800224BE0,4140053.54,US Dollar,4140053.54,US Dollar,Reinvestment,0
9/1/2022 0:04,20,800225400,20,800225400,15.45,US Dollar,15.45,US Dollar,Reinvestment,0
9/1/2022 0:00,20,800225970,20,800225970,210498.81,US Dollar,210498.81,US Dollar,Reinvestment,0
9/1/2022 0:05,20,800225970,20,800225970,10.9,US Dollar,10.9,US Dollar,Reinvestment,0
9/1/2022 0:24,1231,800223510,20,800225780,2241741,US Dollar,2241741,US Dollar,Cheque,0
9/1/2022 0:15,1231,800223510,1231,800223510,13.39,US Dollar,13.39,US Dollar,Reinvestment,0
9/1/2022 0:02,20,800225780,1291,803EA2610,7,US Dollar,7,US Dollar,Credit Card,0
9/1/2022 0:05,224,800226520,224,800226520,353348.85,US Dollar,353348.85,US Dollar,Reinvestment,0
9/1/2022 0:02,1394,800227440,1394,800227440,6797.34,US Dollar,6797.34,US Dollar,Reinvestment,0
9/1/2022 0:01,1217,800227200,1217,800227200,5181.33,US Dollar,5181.33,US Dollar,Reinvestment,0
9/1/2022 0:10,11,800228170,11,800228170,343485.76,US Dollar,343485.76,US Dollar,Reinvestment,0
9/1/2022 0:20,20,8002288B0,20,8002288B0,253206.41,US Dollar,253206.41,US Dollar,Reinvestment,0
9/1/2022 0:01,20,800228C50,20,800228C50,14948.55,US Dollar,14948.55,US Dollar,Reinvestment,0
9/1/2022 0:22,224,8.00E+06,20,800228C50,4157.34,US Dollar,4157.34,US Dollar,Cheque,0
9/1/2022 0:23,224,8.00E+06,20,800228C50,5444.65,US Dollar,5444.65,US Dollar,Credit Card,0
9/1/2022 0:01,224,8.00E+06,20,800228C50,1470.71,US Dollar,1470.71,US Dollar,ACH,0
9/1/2022 0:08,224,8.00E+06,20,800228C50,232.96,US Dollar,232.96,US Dollar,Wire,0
9/1/2022 0:17,349,800229040,349,800229040,346361.46,US Dollar,346361.46,US Dollar,Reinvestment,0
9/1/2022 0:25,1217,8002295D0,1217,8002295D0,42921.95,US Dollar,42921.95,US Dollar,Reinvestment,0
9/1/2022 0:28,3200,800229F90,3200,800229F90,8039.88,US Dollar,8039.88,US Dollar,Reinvestment,0
9/1/2022 0:22,12,8.00E+65,12,8.00E+65,14.13,US Dollar,14.13,US Dollar,Reinvestment,0
9/1/2022 0:17,20,8002284A0,20,8002284A0,8.11,US Dollar,8.11,US Dollar,Reinvestment,0
9/1/2022 0:05,1217,80022AA10,1217,80022AA10,379557.5,US Dollar,379557.5,US Dollar,Reinvestment,0
9/1/2022 0:00,11,80022AE20,11,80022AE20,10.26,US Dollar,10.26,US Dollar,Reinvestment,0
9/1/2022 0:13,1422,80022C4D0,1422,80022C4D0,3.76,US Dollar,3.76,US Dollar,Reinvestment,0
9/1/2022 0:28,1,80022DD60,1,80022DD60,108169.5,US Dollar,108169.5,US Dollar,Reinvestment,0
9/1/2022 0:10,1,80022DD60,1291,80022E2A0,6315131,US Dollar,6315131,US Dollar,ACH,0
9/1/2022 0:11,1291,80022E2A0,24216,8189A3C40,0.96,US Dollar,0.96,US Dollar,Credit Card,0
9/1/2022 0:03,1217,80022EB90,1217,80022EB90,723792.82,US Dollar,723792.82,US Dollar,Reinvestment,0
9/1/2022 0:22,20,80022EC80,20,80022EC80,3075.87,US Dollar,3075.87,US Dollar,Reinvestment,0
9/1/2022 0:16,3414,80022F460,1394,80022F410,4462.76,US Dollar,4462.76,US Dollar,ACH,0
9/1/2022 0:15,1394,80022F410,1394,80022F410,9.28,US Dollar,9.28,US Dollar,Reinvestment,0
9/1/2022 0:25,349,80020D100,349,80020D100,11.32,US Dollar,11.32,US Dollar,Reinvestment,0
9/1/2022 0:11,12,80022FF50,12,80022FF50,21.53,US Dollar,21.53,US Dollar,Reinvestment,0
9/1/2022 0:21,20,80005A340,1,800230B30,48.37,US Dollar,48.37,US Dollar,Cheque,0
9/1/2022 0:06,20,80005A340,1,800230B30,202.29,US Dollar,202.29,US Dollar,Credit Card,0
9/1/2022 0:21,1422,80022B900,1422,80022B900,16368622.12,US Dollar,16368622.12,US Dollar,Reinvestment,0
9/1/2022 0:21,3418,80022B950,3418,80022B950,2282.17,US Dollar,2282.17,US Dollar,Reinvestment,0
9/1/2022 0:01,1394,80022BAD0,1394,80022BAD0,10358.36,US Dollar,10358.36,US Dollar,Reinvestment,0
9/1/2022 0:07,394,80022BC60,394,80022BC60,361.34,US Dollar,361.34,US Dollar,Reinvestment,0
9/1/2022 0:22,349,80022BD00,349,80022BD00,1492.7,US Dollar,1492.7,US Dollar,Reinvestment,0
9/1/2022 0:21,11,800230DF0,11,800230DF0,87945.83,US Dollar,87945.83,US Dollar,Reinvestment,0
9/1/2022 0:11,1291,800230EE0,1291,800230EE0,4471.98,US Dollar,4471.98,US Dollar,Reinvestment,0
9/1/2022 0:02,224,8002312D0,224,8002312D0,9754.78,US Dollar,9754.78,US Dollar,Reinvestment,0
9/1/2022 0:06,224,8001202A0,224,80022FD20,46791.13,US Dollar,46791.13,US Dollar,Cheque,0
9/1/2022 0:21,224,8001202A0,224,80022FD20,138148.96,US Dollar,138148.96,US Dollar,ACH,0
9/1/2022 0:03,1394,80022BAD0,1394,80022BAD0,22.85,US Dollar,22.85,US Dollar,Reinvestment,0
9/1/2022 0:25,20,80022BB70,20,80022BB70,7.3,US Dollar,7.3,US Dollar,Reinvestment,0
9/1/2022 0:02,394,80022BC60,394,80022BC60,11.42,US Dollar,11.42,US Dollar,Reinvestment,0
9/1/2022 0:12,349,80022BD00,349,80022BD00,9.74,US Dollar,9.74,US Dollar,Reinvestment,0
9/1/2022 0:18,224,80022FD20,224,80022FD20,17.47,US Dollar,17.47,US Dollar,Reinvestment,0
9/1/2022 0:18,1231,800231EA0,1231,800231EA0,634783.86,US Dollar,634783.86,US Dollar,Reinvestment,0
9/1/2022 0:19,11,80022B1E0,11,80022B1E0,300814.58,US Dollar,300814.58,US Dollar,Reinvestment,0
9/1/2022 0:06,3310,800232550,11,80022B1E0,17869.8,US Dollar,17869.8,US Dollar,ACH,0
9/1/2022 0:07,11,80022B1E0,11,80022B1E0,12.79,US Dollar,12.79,US Dollar,Reinvestment,0
9/1/2022 0:27,349,800232AC0,349,800232AC0,63875.33,US Dollar,63875.33,US Dollar,Reinvestment,0
9/1/2022 0:27,349,8.00E+06,349,8.00E+06,18.5,US Dollar,18.5,US Dollar,Reinvestment,0
9/1/2022 0:15,394,800244D10,394,800244D10,4.02,US Dollar,4.02,US Dollar,Reinvestment,0
9/1/2022 0:21,1217,800245310,1217,800245310,733.58,US Dollar,733.58,US Dollar,Reinvestment,0
9/1/2022 0:00,1217,800245310,1217,800245310,21.17,US Dollar,21.17,US Dollar,Reinvestment,0
9/1/2022 0:25,1291,800245AD0,1291,800245AD0,4515.16,US Dollar,4515.16,US Dollar,Reinvestment,0
9/1/2022 0:18,1291,800245C10,1291,800245C10,940.47,US Dollar,940.47,US Dollar,Reinvestment,0
9/1/2022 0:25,1394,800245BC0,1394,800245BC0,14.43,US Dollar,14.43,US Dollar,Reinvestment,0
9/1/2022 0:04,1231,800244A30,1231,800244A30,1570.24,US Dollar,1570.24,US Dollar,Reinvestment,0
9/1/2022 0:04,3200,800244AD0,3200,800244AD0,432.73,US Dollar,432.73,US Dollar,Reinvestment,0
9/1/2022 0:15,20,800246430,20,800246430,13320.2,US Dollar,13320.2,US Dollar,Reinvestment,0
9/1/2022 0:29,20,80016D940,20,800246430,4471.96,US Dollar,4471.96,US Dollar,Cheque,0
9/1/2022 0:04,20,80016D940,20,800246430,8483.25,US Dollar,8483.25,US Dollar,Cash,0
9/1/2022 0:13,1,8002471A0,1,8002471A0,101365.33,US Dollar,101365.33,US Dollar,Reinvestment,0
9/1/2022 0:08,20,800247A30,20,800247A30,1219425.85,US Dollar,1219425.85,US Dollar,Reinvestment,0
9/1/2022 0:17,1217,800150A40,20,800247A30,40646883.05,US Dollar,40646883.05,US Dollar,Cheque,0
9/1/2022 0:02,1217,800150A40,20,800247A30,38337745.38,US Dollar,38337745.38,US Dollar,Cash,0
9/1/2022 0:01,20,800247A30,20,800247A30,3.7,US Dollar,3.7,US Dollar,Reinvestment,0
9/1/2022 0:20,11,800247DE0,11,800247DE0,20.94,US Dollar,20.94,US Dollar,Reinvestment,0
9/1/2022 0:19,394,800246FB0,394,800246FB0,18985.77,US Dollar,18985.77,US Dollar,Reinvestment,0
9/1/2022 0:02,349,800249990,349,800249990,335510.8,US Dollar,335510.8,US Dollar,Reinvestment,0
9/1/2022 0:13,20,8002252C0,349,800249990,61344.44,US Dollar,61344.44,US Dollar,Cheque,0
9/1/2022 0:02,20,8002252C0,349,800249990,300028.62,US Dollar,300028.62,US Dollar,Cash,0
9/1/2022 0:08,349,800249990,349,800249990,16.3,US Dollar,16.3,US Dollar,Reinvestment,0
9/1/2022 0:22,224,80024A490,224,80024A490,17470.22,US Dollar,17470.22,US Dollar,Reinvestment,0
9/1/2022 0:28,11,800186A30,394,80024C950,784937.49,US Dollar,784937.49,US Dollar,Cheque,0
9/1/2022 0:10,394,80024C950,394,80024C950,6.68,US Dollar,6.68,US Dollar,Reinvestment,0
9/1/2022 0:03,70,10042B660,1231,80024D9D0,1706.83,US Dollar,1706.83,US Dollar,Cheque,0
9/1/2022 0:07,70,10042B660,1231,80024D9D0,1331.2,US Dollar,1331.2,US Dollar,Credit Card,0
9/1/2022 0:04,1217,80024D370,1217,80024D370,11907566.64,US Dollar,11907566.64,US Dollar,Reinvestment,0
9/1/2022 0:05,1422,80024D4B0,1422,80024D4B0,4592.74,US Dollar,4592.74,US Dollar,Reinvestment,0
9/1/2022 0:00,1422,80024D550,1422,80024D550,5.61,US Dollar,5.61,US Dollar,Reinvestment,0
9/1/2022 0:05,224,80024D110,224,80024D110,77052.4,US Dollar,77052.4,US Dollar,Reinvestment,0
9/1/2022 0:10,1291,80024E6B0,1291,80024E6B0,638939.26,US Dollar,638939.26,US Dollar,Reinvestment,0
9/1/2022 0:18,349,800243680,349,800243680,1279.8,US Dollar,1279.8,US Dollar,Reinvestment,0
9/1/2022 0:27,1394,800246A70,1394,800246A70,17937,US Dollar,17937,US Dollar,Reinvestment,0
9/1/2022 0:06,11,800246B10,11,800246B10,11483.8,US Dollar,11483.8,US Dollar,Reinvestment,0
9/1/2022 0:26,3229,800248850,3229,800248850,4180.09,US Dollar,4180.09,US Dollar,Reinvestment,0
9/1/2022 0:17,12,800249020,12,800249020,530.11,US Dollar,530.11,US Dollar,Reinvestment,0
9/1/2022 0:26,12,8002490C0,12,8002490C0,1380.67,US Dollar,1380.67,US Dollar,Reinvestment,0
9/1/2022 0:24,11,800249110,11,800249110,770.52,US Dollar,770.52,US Dollar,Reinvestment,0
9/1/2022 0:06,1422,800249430,1422,800249430,7668.96,US Dollar,7668.96,US Dollar,Reinvestment,0
9/1/2022 0:26,3402,800249750,3402,800249750,568.25,US Dollar,568.25,US Dollar,Reinvestment,0
9/1/2022 0:24,1231,8.00E+35,1231,8.00E+35,293.62,US Dollar,293.62,US Dollar,Reinvestment,0
9/1/2022 0:19,11,800249F20,11,800249F20,6857.03,US Dollar,6857.03,US Dollar,Reinvestment,0
9/1/2022 0:01,20,800249F70,20,800249F70,13077.3,US Dollar,13077.3,US Dollar,Reinvestment,0
9/1/2022 0:00,224,80024A900,224,80024A900,6839.83,US Dollar,6839.83,US Dollar,Reinvestment,0
9/1/2022 0:15,3442,80024AA90,3442,80024AA90,18728.8,US Dollar,18728.8,US Dollar,Reinvestment,0
9/1/2022 0:07,12,80024C0D0,12,80024C0D0,20214.7,US Dollar,20214.7,US Dollar,Reinvestment,0
9/1/2022 0:07,3267,80024C1C0,3267,80024C1C0,15228.83,US Dollar,15228.83,US Dollar,Reinvestment,0
9/1/2022 0:00,1422,800243770,31730,80FDEB4A0,6.27,US Dollar,6.27,US Dollar,Credit Card,0
9/1/2022 0:00,1422,800249430,1422,800249430,17.41,US Dollar,17.41,US Dollar,Reinvestment,0
9/1/2022 0:25,1291,80024A9A0,212996,80B0B3930,4.68,US Dollar,4.68,US Dollar,Credit Card,0
9/1/2022 0:03,12,80024C670,16262,810423640,51.72,US Dollar,51.72,US Dollar,Credit Card,0
9/1/2022 0:08,12,80024C710,12702,8058571D0,14.8,US Dollar,14.8,US Dollar,Credit Card,0
9/1/2022 0:20,224,800253170,224,800253170,12499.76,US Dollar,12499.76,US Dollar,Reinvestment,0
9/1/2022 0:06,1,8002557D0,1,8002557D0,1584655.37,US Dollar,1584655.37,US Dollar,Reinvestment,0
9/1/2022 0:03,349,800255870,349,800255870,6246.62,US Dollar,6246.62,US Dollar,Reinvestment,0
9/1/2022 0:28,70,10042B660,1,8002557D0,10171.68,US Dollar,10171.68,US Dollar,Cheque,0
9/1/2022 0:22,70,10042B660,1,8002557D0,9228.06,US Dollar,9228.06,US Dollar,Credit Card,0
9/1/2022 0:28,1422,8002712C0,1422,8002712C0,3758.91,US Dollar,3758.91,US Dollar,Reinvestment,0
9/1/2022 0:26,1422,8002712C0,1422,8002712C0,6.2,US Dollar,6.2,US Dollar,Reinvestment,0
9/1/2022 0:20,1422,800275EA0,1422,800275EA0,48717.74,US Dollar,48717.74,US Dollar,Reinvestment,0
9/1/2022 0:18,3473,8002757C0,3473,8002757C0,1320.74,US Dollar,1320.74,US Dollar,Reinvestment,0
9/1/2022 0:11,1291,8002760A0,1291,8002760A0,32858.96,US Dollar,32858.96,US Dollar,Reinvestment,0
9/1/2022 0:17,224,800275720,224,800275720,8.69,US Dollar,8.69,US Dollar,Reinvestment,0
9/1/2022 0:01,1291,8002760A0,1291,8002760A0,21.98,US Dollar,21.98,US Dollar,Reinvestment,0
9/1/2022 0:09,1217,8001E4480,1217,8001E4480,3.29,US Dollar,3.29,US Dollar,Reinvestment,0
9/1/2022 0:04,20,800283EE0,20,800283EE0,22.29,US Dollar,22.29,US Dollar,Reinvestment,0
9/1/2022 0:05,1422,800284830,1422,800284830,66598.08,US Dollar,66598.08,US Dollar,Reinvestment,0
9/1/2022 0:02,394,800284880,394,800284880,7.6,US Dollar,7.6,US Dollar,Reinvestment,0
9/1/2022 0:19,394,800233050,394,800233050,7,US Dollar,7,US Dollar,Reinvestment,0
9/1/2022 0:22,1394,8002843C0,1394,8002843C0,1840.79,US Dollar,1840.79,US Dollar,Reinvestment,0
9/1/2022 0:01,1231,800284D50,219054,814765CA0,39.94,US Dollar,39.94,US Dollar,Credit Card,0
9/1/2022 0:28,394,8002865A0,394,8002865A0,1625782.48,US Dollar,1625782.48,US Dollar,Reinvestment,0
9/1/2022 0:03,12,800286270,12,800286270,19887.51,US Dollar,19887.51,US Dollar,Reinvestment,0
9/1/2022 0:15,3358,800286810,394,800286860,0.01,US Dollar,0.01,US Dollar,Cheque,0
9/1/2022 0:01,394,800286860,394,800286860,1782.11,US Dollar,1782.11,US Dollar,Reinvestment,0
9/1/2022 0:01,1394,800285D90,1394,800285D90,22.99,US Dollar,22.99,US Dollar,Reinvestment,0
9/1/2022 0:19,12,8.00E+06,12,8.00E+06,108480.38,US Dollar,108480.38,US Dollar,Reinvestment,0
9/1/2022 0:12,224,800132640,12,8.00E+06,17375.76,US Dollar,17375.76,US Dollar,Cheque,0
9/1/2022 0:21,1422,800287050,1422,800287050,33139.69,US Dollar,33139.69,US Dollar,Reinvestment,0
9/1/2022 0:23,1422,800283410,1422,800283410,16697154.07,US Dollar,16697154.07,US Dollar,Reinvestment,0
9/1/2022 0:24,3245,800283C50,3245,800283C50,5524.39,US Dollar,5524.39,US Dollar,Reinvestment,0
9/1/2022 0:26,1422,800283B60,2196,802AF5E60,85.48,US Dollar,85.48,US Dollar,Credit Card,0
9/1/2022 0:22,349,800283C00,349,800283C00,13.07,US Dollar,13.07,US Dollar,Reinvestment,0
9/1/2022 0:07,1422,8.00E+55,1422,8.00E+55,847379.74,US Dollar,847379.74,US Dollar,Reinvestment,0
9/1/2022 0:28,1217,8002974B0,1217,8002974B0,262995.93,US Dollar,262995.93,US Dollar,Reinvestment,0
9/1/2022 0:07,20,8002972C0,20,8002972C0,22.11,US Dollar,22.11,US Dollar,Reinvestment,0
9/1/2022 0:13,3402,8002B78E0,224,8002B7570,6678.59,US Dollar,6678.59,US Dollar,ACH,0
9/1/2022 0:23,1422,8002B7750,1422,8002B7750,21.69,US Dollar,21.69,US Dollar,Reinvestment,0
9/1/2022 0:19,394,8002B7930,394,8002B7930,10.37,US Dollar,10.37,US Dollar,Reinvestment,0
9/1/2022 0:23,394,8002B82A0,394,8002B82A0,233192.56,US Dollar,233192.56,US Dollar,Reinvestment,0
9/1/2022 0:13,20,8002B8890,20,8002B8890,17.82,US Dollar,17.82,US Dollar,Reinvestment,0
9/1/2022 0:18,394,8002B9350,394,8002B9350,11.15,US Dollar,11.15,US Dollar,Reinvestment,0
9/1/2022 0:01,394,8002B9BD0,394,8002B9BD0,20.72,US Dollar,20.72,US Dollar,Reinvestment,0
9/1/2022 0:00,1,8002BA860,1,8002BA860,3.36,US Dollar,3.36,US Dollar,Reinvestment,0
9/1/2022 0:03,1217,800296B60,1217,800296B60,7406.98,US Dollar,7406.98,US Dollar,Reinvestment,0
9/1/2022 0:07,1394,8002B6C50,1394,8002B6C50,1478.3,US Dollar,1478.3,US Dollar,Reinvestment,0
9/1/2022 0:26,3366,8002B6CF0,349,800297990,717,US Dollar,717,US Dollar,Cheque,0
9/1/2022 0:21,1,8002B6D90,1,8002B6D90,4855.59,US Dollar,4855.59,US Dollar,Reinvestment,0
9/1/2022 0:29,11,8002B71E0,11,8002B71E0,1148.49,US Dollar,1148.49,US Dollar,Reinvestment,0
9/1/2022 0:26,11,8002B8C60,11,8002B8C60,6199.29,US Dollar,6199.29,US Dollar,Reinvestment,0
9/1/2022 0:08,3381,8002B8CB0,3381,8002B8CB0,4018.15,US Dollar,4018.15,US Dollar,Reinvestment,0
9/1/2022 0:04,3312,8002B8F20,3312,8002B8F20,563.49,US Dollar,563.49,US Dollar,Reinvestment,0
9/1/2022 0:20,1217,8002BA3A0,1217,8002BA3A0,8962.77,US Dollar,8962.77,US Dollar,Reinvestment,0
9/1/2022 0:26,3413,8002BB2F0,3413,8002BB2F0,9090.39,US Dollar,9090.39,US Dollar,Reinvestment,0
9/1/2022 0:08,3512,8002BB4D0,3512,8002BB4D0,2303.19,US Dollar,2303.19,US Dollar,Reinvestment,0
9/1/2022 0:24,1,8002BBD50,1,8002BBD50,17817.57,US Dollar,17817.57,US Dollar,Reinvestment,0
9/1/2022 0:16,1,8002BBDF0,1,8002BBDF0,59942.44,US Dollar,59942.44,US Dollar,Reinvestment,0
9/1/2022 0:02,1,8002BBF80,1,8002BBF80,35945.97,US Dollar,35945.97,US Dollar,Reinvestment,0
9/1/2022 0:25,1394,8002BC1F0,1394,8002BC1F0,420.41,US Dollar,420.41,US Dollar,Reinvestment,0
9/1/2022 0:26,3258,8002BC290,3258,8002BC290,2304.5,US Dollar,2304.5,US Dollar,Reinvestment,0
9/1/2022 0:21,20,8002BC330,20,8002BC330,874.55,US Dollar,874.55,US Dollar,Reinvestment,0
9/1/2022 0:01,1231,800297080,1231,800297080,17.7,US Dollar,17.7,US Dollar,Reinvestment,0
9/1/2022 0:01,394,8002B7F20,394,8002B7F20,3.47,US Dollar,3.47,US Dollar,Reinvestment,0
9/1/2022 0:25,1,8002B8AD0,1,8002B8AD0,9.12,US Dollar,9.12,US Dollar,Reinvestment,0
9/1/2022 0:27,11,8002B8C60,11,8002B8C60,20.91,US Dollar,20.91,US Dollar,Reinvestment,0
9/1/2022 0:27,224,8002BA3F0,224,8002BA3F0,12.34,US Dollar,12.34,US Dollar,Reinvestment,0
9/1/2022 0:29,1,8002BBDF0,1,8002BBDF0,6.45,US Dollar,6.45,US Dollar,Reinvestment,0
9/1/2022 0:07,12,8001C7030,11,8002BED80,240.77,US Dollar,240.77,US Dollar,Cheque,0
9/1/2022 0:17,12,8001C7030,11,8002BED80,447.01,US Dollar,447.01,US Dollar,Credit Card,0
9/1/2022 0:05,11,8002BED80,11,8002BED80,4.89,US Dollar,4.89,US Dollar,Reinvestment,0
9/1/2022 0:11,20,8002BF660,20,8002BF660,11.84,US Dollar,11.84,US Dollar,Reinvestment,0
9/1/2022 0:23,12,8002C0320,12,8002C0320,3375.84,US Dollar,3375.84,US Dollar,Reinvestment,0
9/1/2022 0:05,20,8002C0BD0,20,8002C0BD0,4.61,US Dollar,4.61,US Dollar,Reinvestment,0
9/1/2022 0:12,12,8002C0C20,12,8002C0C20,20.64,US Dollar,20.64,US Dollar,Reinvestment,0
9/1/2022 0:08,1231,8002C1680,1231,8002C1680,6.24,US Dollar,6.24,US Dollar,Reinvestment,0
9/1/2022 0:11,1422,8002C3240,1422,8002C3240,181345.09,US Dollar,181345.09,US Dollar,Reinvestment,0
9/1/2022 0:12,12,8002C32E0,8801,805135A70,38.64,US Dollar,38.64,US Dollar,Credit Card,0
9/1/2022 0:28,1,800221C20,1291,8001F2EE0,2361266.98,US Dollar,2361266.98,US Dollar,Cheque,0
9/1/2022 0:27,1,800221C20,1291,8001F2EE0,20570.39,US Dollar,20570.39,US Dollar,Credit Card,0
9/1/2022 0:07,1,800221C20,1291,8001F2EE0,1178460.39,US Dollar,1178460.39,US Dollar,ACH,0
9/1/2022 0:00,1,800221C20,1291,8001F2EE0,229444.34,US Dollar,229444.34,US Dollar,Wire,0
9/1/2022 0:14,3221,8002C4750,3221,8002C4750,18455.24,US Dollar,18455.24,US Dollar,Reinvestment,0
9/1/2022 0:07,349,8002C50A0,349,8002C50A0,11.44,US Dollar,11.44,US Dollar,Reinvestment,0
9/1/2022 0:26,1394,8002C90C0,1394,8002C90C0,169160.75,US Dollar,169160.75,US Dollar,Reinvestment,0
9/1/2022 0:23,1394,8002CA620,1394,8002CA620,1967.43,US Dollar,1967.43,US Dollar,Reinvestment,0
9/1/2022 0:15,1217,8002C9F10,1217,8002C9F10,17.92,US Dollar,17.92,US Dollar,Reinvestment,0
9/1/2022 0:01,20,8002CBEA0,12,8002CBEF0,15958217,US Dollar,15958217,US Dollar,Cheque,0
9/1/2022 0:22,20,8002CBEA0,20,8002CBEA0,16.43,US Dollar,16.43,US Dollar,Reinvestment,0
9/1/2022 0:19,12,8002CBEF0,12,8006CBB60,158.08,US Dollar,158.08,US Dollar,Credit Card,0
9/1/2022 0:28,11,8002CCA00,11,8002CCA00,29550.01,US Dollar,29550.01,US Dollar,Reinvestment,0
9/1/2022 0:07,70,10042B660,20,8002CDFB0,2182.36,US Dollar,2182.36,US Dollar,Cheque,0
9/1/2022 0:08,70,10042B660,20,8002CDFB0,5397.48,US Dollar,5397.48,US Dollar,Cash,0
9/1/2022 0:04,20,8002CDFB0,20,8002CDFB0,19.86,US Dollar,19.86,US Dollar,Reinvestment,0
9/1/2022 0:27,1422,8002CF660,1422,8002CF660,267638.91,US Dollar,267638.91,US Dollar,Reinvestment,0
9/1/2022 0:13,1422,8002CF660,1422,8002CF660,19.67,US Dollar,19.67,US Dollar,Reinvestment,0
9/1/2022 0:25,1291,8002D0DA0,1291,8002D0DA0,208994.56,US Dollar,208994.56,US Dollar,Reinvestment,0
9/1/2022 0:16,11,8002D1E20,11,8002D1E20,4555991.59,US Dollar,4555991.59,US Dollar,Reinvestment,0
9/1/2022 0:11,1231,800174FE0,12,8002D2C80,491.46,US Dollar,491.46,US Dollar,Cheque,0
9/1/2022 0:11,1231,800174FE0,12,8002D2C80,580.91,US Dollar,580.91,US Dollar,Credit Card,0
9/1/2022 0:21,1,8002D33E0,1,8002D33E0,4698163.32,US Dollar,4698163.32,US Dollar,Reinvestment,0
9/1/2022 0:03,394,8002330A0,1,8002D33E0,4012.91,US Dollar,4012.91,US Dollar,Cheque,0
9/1/2022 0:17,394,8002330A0,1,8002D33E0,11429.54,US Dollar,11429.54,US Dollar,Credit Card,0
9/1/2022 0:15,394,8002CFC90,20,8002C6DE0,1672027,US Dollar,1672027,US Dollar,ACH,0
9/1/2022 0:21,20,8002C74F0,20,8002C74F0,47230.58,US Dollar,47230.58,US Dollar,Reinvestment,0
9/1/2022 0:21,3245,8002C7680,3245,8002C7680,9165.28,US Dollar,9165.28,US Dollar,Reinvestment,0
9/1/2022 0:23,349,8002C7A90,349,8002C7A90,1101.72,US Dollar,1101.72,US Dollar,Reinvestment,0
9/1/2022 0:26,3242,8002C7B80,3242,8002C7B80,4038.57,US Dollar,4038.57,US Dollar,Reinvestment,0
9/1/2022 0:02,3256,8002C7D60,3256,8002C7D60,1705.55,US Dollar,1705.55,US Dollar,Reinvestment,0
9/1/2022 0:09,349,8002C7FE0,349,8002C7FE0,15090.05,US Dollar,15090.05,US Dollar,Reinvestment,0
9/1/2022 0:15,349,8002C8350,349,8002C8350,3985.33,US Dollar,3985.33,US Dollar,Reinvestment,0
9/1/2022 0:19,3441,8002C83F0,3441,8002C83F0,12588.97,US Dollar,12588.97,US Dollar,Reinvestment,0
9/1/2022 0:18,3266,8002C8620,20,8002D38D0,136.12,US Dollar,136.12,US Dollar,ACH,0
9/1/2022 0:29,1291,8002C9740,1291,8002C9740,2611.95,US Dollar,2611.95,US Dollar,Reinvestment,0
9/1/2022 0:24,1394,8002CAE40,1394,8002CAE40,3181.68,US Dollar,3181.68,US Dollar,Reinvestment,0
9/1/2022 0:22,3365,8002CAE90,3365,8002CAE90,635.03,US Dollar,635.03,US Dollar,Reinvestment,0
9/1/2022 0:10,3208,8002CAEE0,3208,8002CAEE0,39223.5,US Dollar,39223.5,US Dollar,Reinvestment,0
9/1/2022 0:07,394,8002CB500,394,8002CB500,49856.91,US Dollar,49856.91,US Dollar,Reinvestment,0
